,id,name,type,address,lon,lat,agr_type,rating
914,2131,Байкальский музей СО РАН,Музей,"Академическая ул., 1А, Листвянка, Иркутская обл., 664520 ",104.8325615,51.8678667,культура,4.7
915,2132,Mary Kay,Косметика,"ул. Дзержинского, 1, офис 705, Иркутск, Иркутская обл., 664003 ",104.2850893,52.2784597,магазины,5.0
916,2134,Портер Холл,Конференц-центр,"ул. Баррикад, 51/2, Иркутск, Иркутская обл., 664001 ",104.3055145,52.2965054,услуги,0.0
917,2135,Loft Pixel,Лекционный зал,"ул. Баррикад, 51/4, Иркутск, Иркутская обл., 664001 ",104.3072327,52.2962466,культура,0.0
918,2136,Арт-завод Доренберг,Культурный центр,"ул. Баррикад, 51/4, Иркутск, Иркутская обл., 664001 ",104.3071907,52.2962137,культура,4.5
919,2138,"Событие, банкетный зал",Банкетный зал,"ул. Петрова, 64, Иркутск, Иркутская обл., 664035 ",104.3002946,52.3126635,питание,5.0
920,2139,Байкал-Арена,Спортивный комплекс,"Байкальская ул., 267И, Иркутск, Иркутская обл., 664050 ",104.3630835,52.2548198,спорт,4.6
921,2140,Байкал Арена,Ночлег,"Байкальская ул., 246/2, Иркутск, Иркутская обл., 664075 ",104.3299958,52.2554375,размещение,5.0
922,2142,Любо Город,Развлекательный центр,"Советская ул., 58/1, 2 этаж, Иркутск, Иркутская обл., 664047 ",104.3049513,52.2755217,развлечения,4.4
923,2144,Гравицапа,Детский развлекательный центр,"42, Иркутск, Иркутская обл., 664049 ",104.3023115,52.2229484,развлечения,4.7
924,2145,Игровая комната УМКА,Развлекательный центр,"ул. Касьянова, 24, Иркутск, Иркутская обл., 664005 ",104.245625,52.2846706,развлечения,5.0
925,2146,Галактика № 8,Развлекательный центр,"Депутатская ул., 87/5, Иркутск, Иркутская обл., 664009 ",104.3417836,52.2656757,развлечения,4.7
926,2147,"Матрица, клуб виртуальной реальности",Развлекательный центр,"ул. Академическая, 31/1, 2 этаж, Иркутск, Иркутская обл., 664018 ",104.3021834,52.2336667,развлечения,4.6
927,2149,Барбариска,Детский развлекательный центр,"ул. Лермонтова, 343/8, Иркутск, Иркутская обл., 664017 ",104.286534,52.235124,развлечения,0.0
928,2150,"«Ну, МАААМ»",Детский развлекательный центр,"мкрн Радужный, 122, Иркутск, Иркутская обл., 664056 ",104.2792539,52.232766,развлечения,0.0
929,2151,"Квест-клуб ""ВНУТРИ""",Развлекательный центр,"ул. Красных Мадьяр, 62, Иркутск, Иркутская обл., 664047 ",104.3066618,52.2744281,развлечения,4.7
930,2152,"""ЁЛКИ-ИГОЛКИ"" детская игровая комната, аниматоры",Детский развлекательный центр,"б-р Рябикова, 3, Иркутск, Иркутская обл., 664043 ",104.2112554,52.2633777,развлечения,4.3
931,2153,Радуга Play,Крытая игровая площадка,"ул. Сергеева, 3/5, Иркутск, Иркутская обл., 664043 ",104.2268765,52.2657214,развлечения,5.0
932,2157,"Детский Центр ""Прыг-Скок""",Детский развлекательный центр,"ул. Гоголя, 45, Иркутск, Иркутская обл., 664039 ",104.2548572,52.2774286,развлечения,4.6
933,2158,Игровая комната Дэкси,Детский развлекательный центр,"Березовый микрорайон, 144, Иркутск, Иркутская обл., 664053 ",104.2437429,52.2208534,развлечения,5.0
934,2159,Тепло дома,Поставщик отопительного оборудования,"ТЦ ""Фортуна. Стройматериалы"", ул. Октябрьской Революции, 1, Иркутск, Иркутская обл., 664007 ",104.2951441,52.295167,услуги,0.0
935,2160,"Метр, супермаркет товаров для дома и ремонта",Строительный магазин,"Байкальская ул., 244ак1, Иркутск, Иркутская обл., 664075 ",104.3335708,52.2549655,магазины,4.1
936,2161,Строим дом,Жилищно-строительная компания,"ул. Седова, 48, офис 305, Иркутск, Иркутская обл., 664022 ",104.2941636,52.2719564,индустриальные объекты,0.0
937,2162,Твой дом,Магазин мебели,"ТЦ ""Версаль"", ул. Академическая, 31, Иркутск, Иркутская обл., 664056 ",104.3017091,52.233235,магазины,4.5
938,2163,"ZAGOROD.SHOP, интернет-магазин товаров для дачи и частного дома",Магазин,"наб. Иркута, ул, 17-а, Иркутск, Иркутская обл., 664005 ",104.219798,52.2800913,магазины,0.0
939,2164,Второй Дом,Магазин бытовой техники,"ул. Вампилова, дом 44, Иркутск, Иркутская обл., 664058 ",104.233118,52.252625,магазины,4.3
940,2165,"Капитан-Строй, Строительство домов в Иркутске из кирпича, газобетона, бруса, каркасные дома",Строительная компания,"Красногвардейская ул., 20/3, Иркутск, Иркутская обл., 664007 ",104.309747,52.2875318,индустриальные объекты,0.0
941,2166,МаксиДом,Хозяйственный магазин,"ТЦ ""Лазурный"", Байкальская ул., 202/6, Отдел 24, Иркутск, Иркутская обл., 664075 ",104.3243696,52.2553152,магазины,4.2
942,2167,Детский дом № 5,Сиротский приют,"ул. Аносова, 2А, Иркутск, Иркутская обл., 664056 ",104.314824,52.224371,размещение,3.3
943,2168,Дом мебели,Магазин мебели,"Байкальская ул., 239, Иркутск, Иркутская обл., 664075 ",104.3332427,52.2546223,магазины,0.0
944,2169,Тепло в дом,Магазин сантехники,"ул. Иркутской 30 Дивизии, 25, Иркутск, Иркутская обл., 664081 ",104.3320397,52.2652363,магазины,0.0
945,2170,Дом ковров,Магазин ковров,"ТЦ ""АМТ, ул. Рабочего Штаба, 29, Иркутск, Иркутская обл., 664035 ",104.2974628,52.3071158,магазины,3.8
946,2171,Дом Дерева,Магазин кроватей,"3, ст19, ул. Сергеева, Иркутск, Иркутская обл., 664043 ",104.225321,52.2678259,магазины,0.0
947,2172,Иркутский детский дом-интернат № 2 для умственно отсталых детей»,Сиротский приют,"ул. Багратиона, 52, Иркутск, Иркутская обл., 664049 ",104.3095962,52.2189617,размещение,5.0
948,2173,Дом ковров,Магазин ковров,"ул. Ленина, 32, Иркутск, Иркутская обл., 664025 ",104.2816069,52.2807385,магазины,4.0
949,2174,Любимый дом,Магазин мебели,"ул. Октябрьской Революции, 1 корпус 7, Иркутск, Иркутская обл., 664007 ",104.2951046,52.2928396,магазины,5.0
950,2175,"Новый Дом - Сайдинг, Кровля, Профлист",Строительный магазин,"ул. Коммунаров, 11, квартира 1, Иркутск, Иркутская обл., 664003 ",104.292696,52.276395,магазины,5.0
951,2176,Дом ковров,Магазин ковров,"ТЦ Версаль, Академическая ул., 31, 2 этаж, пав.60,, Иркутск, Иркутская обл., 664056 ",104.3021834,52.2336667,магазины,0.0
952,2177,НАСТРОЙ ДОМ,Магазин штор и жалюзи,"Байкальская улица, 244-а, 2 этаж, ТЦ Дока, Иркутск, Иркутская обл., 664075 ",104.333761,52.255363,магазины,0.0
953,2178,Иркутский Дом Оборудования,Поставщик пищевого оборудования,"ул. Баррикад, 54 ж, Иркутск, Иркутская обл., 664019 ",104.3295247,52.2910362,услуги,4.7
954,2179,Настрой дом,Магазин штор и жалюзи,"ул. Декабрьских Событий, 55, офис 305, Иркутск, Иркутская обл., 664007 ",104.300534,52.287887,магазины,1.0
955,2180,Дом Ребенка,Сиротский приют,"микрорайон Первомайский, 40, Иркутск, Иркутская обл., 664058 ",104.2391128,52.2561959,размещение,0.0
956,2181,Дед Мороз на дом,Организатор праздников,"ул. Лермонтова, 281/3, Иркутск, Иркутская обл., 664033 ",104.271042,52.2469821,услуги,5.0
957,2182,Добрый Дом Kids,Магазин мебели,"ул. Декабрьских Событий, 90А, Иркутск, Иркутская обл., 664007 ",104.3092068,52.2830874,магазины,0.0
958,2183,Дом,Жилое здание,"Советская ул., 121А, Иркутск, Иркутская обл., 664009 ",104.3485426,52.2811004,архитектура,5.0
959,2184,Строительство домов в Иркутске,Строительная компания,"ул. Седова, 48, Иркутск, Иркутская обл., 664022 ",104.2941636,52.2719564,индустриальные объекты,0.0
960,2185,Мамахаус.Ру На дом маме,Магазин товаров для новорожденных,"ул. Набережная Иркута, Иркутск, Иркутская обл., 664005 ",104.256692,52.29444,магазины,0.0
961,2186,Иркутский детский дом-интернат № 1,Школа,"ул. Юбилейный микрорайон, 3А, Березовый, Иркутская обл., 664017 ",104.2783889,52.2196731,индустриальные объекты,2.0
962,2187,Добрый дом kids,Магазин детской мебели,"ТЦ ""Версаль"", ул. Академическая, 31, Иркутск, Иркутская обл., 664056 ",104.302223,52.2334845,магазины,3.0
963,2188,новый дом,Кровельная мастерская,"Покровский рынок, пав 126, Иркутск, Иркутская обл., 664003 ",104.2890222,52.2854834,магазины,0.0
964,2189,Плетеный Дом,Производитель мебели,"улица Байкальская 244в ТЦ МЕБЕЛЬ ХОЛЛ, Иркутск, Иркутская обл., 664075 ",104.332545,52.255609,индустриальные объекты,1.0
965,2190,Красивый Дом,Поставщик мебельной фурнитуры,"ТЦ ""Версаль"", ул. Академическая, 31, Отдел 13/7, Иркутск, Иркутская обл., 664056 ",104.3028561,52.2335772,услуги,5.0
966,2191,Only Happy. Магазин купальников. Нижнее белье. Одежда для дома и отдыха,Магазин нижнего белья,"Рынок Новый (где продукты) пав. 115, Советская ул., 58 корпус 2, Иркутск, Иркутская обл., 664047 ",104.3055948,52.2747832,магазины,5.0
967,2192,Проектирование и строительство домов из газобетона,Строительная компания,"ул. Сурикова, 4, Иркутск, Иркутская обл., 664025 ",104.2697649,52.2883892,индустриальные объекты,5.0
968,2193,Дом милый дом,Строительная компания,"Депутатская ул., 75, Иркутск, Иркутская обл., 664081 ",104.3321285,52.2642053,индустриальные объекты,0.0
969,2194,FEELME Парфюм для авто и дома,Поставщик парфюмерии и ароматизаторов,"ул. Ядринцева, 31, Иркутск, Иркутская обл., 664009 ",104.3372334,52.2756479,услуги,0.0
970,2195,"Ремонт крыши гаража, дома в Иркутске",Кровельная мастерская,"ул. Боткина, 8а, Иркутск, Иркутская обл., 666036 ",104.2471111,52.290094,магазины,0.0
971,2196,Дом ткани(мебельная и шторная),Магазин тканей,"ул. Березовая Роща, 30, Иркутск, Иркутская обл., 664043 ",104.2254472,52.2636785,магазины,4.0
972,2198,Байкал Дом,Строительство частных домов,"ул. Декабрьских Событий, дом 57, офис 403, Иркутск, Иркутская обл., 664007 ",104.3011269,52.287551,услуги,0.0
973,2199,Строительная артель Александра Войткевича,Строительная компания,"ул. Помяловского, 1, офис 444, Иркутск, Иркутская обл., 664017 ",104.2787638,52.2378655,индустриальные объекты,4.4
974,2200,Мой дом,Жилое здание,"ул. Карла Либкнехта, 63А, Иркутск, Иркутская обл., 664007 ",104.305339,52.2840013,архитектура,0.0
975,2201,"Компания ""Ларис-Строй""",Строительство деревянных домов,"ул. 2-я Аларская, 19, Иркутск, Иркутская обл., 664009 ",104.345584,52.28748,услуги,4.4
976,2202,Ларец,Магазин кухонных принадлежностей,"ТЦ ""Сезон, ул. Свердлова, 36, Иркутск, Иркутская обл., 664025 ",104.2884033,52.2862829,магазины,4.7
977,2203,"ECO STROY COMPLEX, интернет-магазин товаров для дома",Магазин,"ул. Набережная Иркута, 1/1, Иркутск, Иркутская обл., 664005 ",104.261045,52.294126,магазины,0.0
978,2204,Мой дом,Поставщик окон,"Иркутск, Иркутская обл., 664056 ",104.3084625,52.2294348,услуги,1.0
979,2206,Твой дом,Торговый центр,"ул. Октябрьской Революции, 1к1, Иркутск, Иркутская обл., 664007 ",104.2964811,52.2934929,магазины,4.2
980,2208,Новый Дом,Строительная компания,"ул. Коммунаров, 11, Иркутск, Иркутская обл., 664003 ",104.2926959,52.2763951,индустриальные объекты,5.0
981,2209,"Atlantic, фирменный магазин белья, купальников и одежды для дома",Магазин нижнего белья,"Киевская ул., 1, Иркутск, Иркутская обл., 664003 ",104.2865319,52.282516,магазины,0.0
982,2210,Дом кино,Остановка,"Иркутск, Иркутская обл., 664056 ",104.3044873,52.2316367,индустриальные объекты,5.0
983,2213,АН Домофонд,Агентство недвижимости,"ул. 1-й микрорайон, 40а, Шелехов, Иркутская обл., 666036 ",104.0635944,52.208274,индустриальные объекты,3.2
984,2214,Дом кино,Кинотеатр,"ул. Мухиной, 2а, Иркутск, Иркутская обл., 664056 ",104.3030383,52.2307889,культура,4.5
985,2215,Уютный дом,Компания ЖКХ,"ул. Карла Либкнехта, д.218, Иркутск, Иркутская обл., 664047 ",104.3171187,52.2681801,индустриальные объекты,1.6
986,2218,"50 лет образования СССР, Фонтан",Исторический памятник,"ул. Волжская, Иркутск, Иркутская обл., 664022 ",104.3098081,52.2651184,история,4.7
987,2221,Фонтан Ленина,Бассейн или водоем для плавания,"ул. Ленина, 54 корпус 1, Иркутск, Иркутская обл., 664003 ",104.2845166,52.277409,спорт,5.0
988,2225,"Железнодорожный вокзал ""Иркутск-Пассажирский""",Трамвайная остановка,"Иркутск, Иркутская обл., 664005 ",104.259361,52.282485,индустриальные объекты,3.9
989,2227,"Железнодорожный вокзал ""Иркутск-Сортировочный""",Автостанция,"Иркутск, Иркутская обл., 664013 ",104.211534,52.336021,индустриальные объекты,3.7
990,2228,Железнодорожный вокзал,Остановка общественного транспорта,"Иркутск, Иркутская обл. ",104.259376,52.2820905,индустриальные объекты,4.0
991,2229,Вокзал Иркутск-Сортировочный,Автомобильная стоянка,"Вокзальная ул., 9а, Иркутск, Иркутская обл., 664013 ",104.2124356,52.3371376,индустриальные объекты,0.0
992,2230,Автокасса,Автобусные перевозки,"Иркутск, Иркутская обл., 664039 ",104.2590385,52.2811168,транспорт,3.6
993,2232,Роща,Растительность,"Иркутск, Иркутская обл., 664013 ",104.2043212,52.3363839,природа,4.4
994,2235,"""Перчини Grill&Wine"" итальянский ресторан",Ресторан,"Верхняя наб., 10, ТРЦ ЯркоМолл, Иркутск, Иркутская обл., 664022 ",104.3055045,52.2576143,питание,4.5
995,2236,"Иркутск, ресторан",Ресторан,"бул. Гагарина, 44, Иркутск, Иркутская обл., 664025 ",104.2731915,52.2824699,питание,4.0
996,2238,Ресторан Marco Polo,Ресторан,"ул. Сухэ-Батора, 18, Иркутск, Иркутская обл., 664003 ",104.2855987,52.2833557,питание,4.4
997,2242,"Киото, ресторан",Суши,"ул. Карла Маркса, 13А, Иркутск, Иркутская обл., 664025 ",104.2834,52.2822559,питание,4.5
998,2243,Стрижи,Ресторан европейской кухни,"ул. Карла Маркса, 13/б, Иркутск, Иркутская обл., 664003 ",104.2839921,52.2819629,питание,4.6
999,2251,Figaro,Ресторан,"ул. Лапина, 1, Иркутск, Иркутская обл., 664003 ",104.2844105,52.280765,питание,4.6
1000,2252,Нежный бульдог,Ресторан,"бул. Гагарина, 11, Иркутск, Иркутская обл., 664003 ",104.2785911,52.2745719,питание,4.1
1001,2256,Подворье,Ресторан,"ул. Седова, 10, Иркутск, Иркутская обл., 664022 ",104.288223,52.275288,питание,4.3
1002,2259,Ресторан-энотека BarDo,Ресторан,"ул. Октябрьской Революции, 3, 2 этаж, Иркутск, Иркутская обл., 664000 ",104.302507,52.290412,питание,4.7
1003,2261,Ботаника,Китайский ресторан с доставкой еды,"ул. Карла Либкнехта, 121, Иркутск, Иркутская обл., 664047 ",104.312403,52.2776179,питание,4.0
1004,2262,Ресторан Европа,Ресторан,"Байкальская ул., 69, Иркутск, Иркутская обл., 664003 ",104.3048576,52.2746049,питание,4.4
1005,2266,"Ресторан Кавказской кухни ""Гиви Ту Ю""",Ресторан,"ТРЦ Яркомолл, ул. Верхняя Набережная, 10, Иркутск, Иркутская обл., 664022 ",104.2890407,52.2678856,питание,4.5
1006,2272,Сушиед,Доставка готовой еды,"ул. Баррикад, 51/2, Иркутск, Иркутская обл., 664003 ",104.3055145,52.2965054,питание,4.4
1007,2273,Ресторан Discovery,Ресторан,"Майская ул., 25, Иркутск, Иркутская обл., 664033 ",104.2874889,52.2386259,питание,4.4
1008,2275,Китайский ресторан Иркутск / китайская кухня - Золотой Дракон,Ресторан китайской кухни,"ул. 25 Октября, 20, Иркутск, Иркутская обл., 664022 ",104.2974662,52.2723399,питание,4.3
1009,2276,"""Штоф"" - Иркутск",Ресторан,"ул. Седова, 8, Иркутск, Иркутская обл., 664022 ",104.2882786,52.2752428,питание,3.8
1010,2277,"Клермонт, ресторан",Ресторан,"ул. Польских Повстанцев, 1, Иркутск, Иркутская обл., 664011 ",104.28281,52.2915793,питание,4.2
1011,2281,Banana,Ресторан,"ул. Академическая, 30а, Иркутск, Иркутская обл., 664056 ",104.2963698,52.2348009,питание,3.1
1012,2282,Рыба есть,Ресторан,"ул. Свердлова, 7, Иркутск, Иркутская обл., 664007 ",104.2764295,52.2827309,питание,4.5
1013,2284,Avantage,Ресторан,"Байкал Бизнес Центр 279, Байкальская ул., Иркутск, Иркутская обл., 664000 ",104.3532387,52.2575315,питание,4.5
1014,2286,Берег,Ресторан,"б-р Постышева, 1-а, Иркутск, Иркутская обл., 664046 ",104.311774,52.2569645,питание,4.2
1015,2288,Песто Тесто,Кафе,"ТЦ Снегирь, ул. Улан-Баторская, 16, 4 этаж, Иркутск, Иркутская обл., 664082 ",104.2487413,52.2537378,питание,4.4
1016,2290,Водкинъ,Ресторан русской кухни,"Байкальская ул., 107, Иркутск, Иркутская обл., 664047 ",104.3100204,52.2674484,питание,4.2
1017,2293,Шинок,Ресторан,"ул. Сухэ-Батора, 18, Иркутск, Иркутская обл., 664003 ",104.285928,52.28311,питание,0.0
1018,2295,Tutto,Ресторан,"Советская ул., 130, Иркутск, Иркутская обл., 664009 ",104.3226658,52.279528,питание,4.6
1019,2296,Чингисхаан,Ресторан,"ул. Карла Маркса, 34а, Иркутск, Иркутская обл., 664007 ",104.2948052,52.2895421,питание,5.0
1020,2297,"Арена виртуальной реальности ""ВНУТРИ""",Развлекательный центр,"ул. Красноказачья, 131а, Иркутск, Иркутская обл., 664047 ",104.3313581,52.2671117,развлечения,5.0
1021,2299,"Квест Иркутск - ""ЦИТАДЕЛЬ""",Развлекательный центр,"Дорожная ул., 1/1, Иркутск, Иркутская обл., 664025 ",104.359162,52.279464,развлечения,4.1
1022,2300,Игровая комната Капитошка,Детский развлекательный центр,"1-я Московская ул., 1а, Иркутск, Иркутская обл., 664014 ",104.2600623,52.3260503,развлечения,4.6
1023,2302,Я и Ты центр семейного творчества,Детский развлекательный центр,"ул. Ленина, 24/1, Иркутск, Иркутская обл., 664025 ",104.280675,52.2826811,развлечения,0.0
1024,2303,Квест В ТемнотЕ,Квест-комнаты,"Советская ул., Иркутск, Иркутская обл., 664009 ",104.3052943,52.2752737,развлечения,0.0
1025,2304,Игровая комната Батошка,Детский развлекательный центр,"153,Березовый (Поселок, Иркутск, Иркутская обл., 664017 ",104.2395422,52.2209035,развлечения,4.5
1026,2306,Квест Внутри,Квест-комнаты,"Советская ул., 176Б, Иркутск, Иркутская обл., 664009 ",104.3407933,52.2795135,развлечения,4.4
1027,2307,"Домик, event hall",Детский развлекательный центр,"ул. Рабочего Штаба, 30в, Иркутск, Иркутская обл., 664035 ",104.2984729,52.3082274,развлечения,5.0
1028,2308,Развлекательный Комплекс,Ресторан,"ул. Ширямова, 35, Иркутск, Иркутская обл., 664075 ",104.3467458,52.2560778,питание,0.0
1029,2309,"ИГРА, спортивно-развлекательный центр",Телефонная станция,"ул. Мухиной, 10, Иркутск, Иркутская обл., 664056 ",104.3087649,52.22911,индустриальные объекты,0.0
1030,2311,"Лего Квартал, детский центр",Детский клуб,"Депутатская ул., 84/1, Иркутск, Иркутская обл., 664047 ",104.3292805,52.2643894,питание,4.4
1031,2312,"Выше неба, сухой бассейн",Развлекательный центр,"ул. Розы Люксембург, 215В, Иркутск, Иркутская обл., 664040 ",104.1779736,52.3492586,развлечения,4.2
1032,2314,Кидсити,Детский клуб,"ул. Верхняя Набережная, 10, Иркутск, Иркутская обл., 664022 ",104.289018,52.2678423,питание,3.0
1033,2315,Baby city,Детский развлекательный центр,"Летописца Нита Романова, 3 Иркутск Иркутская область RU 664053, Иркутск, Иркутская обл., 664048 ",104.146257,52.351022,развлечения,0.0
1034,2316,Южный остров,Детский клуб,"ТЦ ""Южный"", ул. Академическая, 27к3, 2 этаж, Иркутск, Иркутская обл., 664056 ",104.3017286,52.2341342,питание,4.0
1035,2317,Звездный,Кинотеатр,"ул. Декабрьских Событий, 102/1, Иркутск, Иркутская обл., 664007 ",104.3118509,52.280292,культура,4.4
1036,2318,"АРЕНА, квест-комната",Спортивный комплекс,"ул. Степана Разина, 40, вход со двора, Иркутск, Иркутская обл., 664025 ",104.2784545,52.2819404,спорт,0.0
1037,2322,"Мультиfresh, развлекательный центр для детей",Детский клуб,"Советская ул., 109/1, Иркутск, Иркутская обл., 664009 ",104.3400553,52.2799274,питание,0.0
1038,2324,Pilot,Развлекательный центр,"с, Трудовая ул., 5в, Смоленщина, Иркутская обл., 664519 ",104.1277115,52.2565537,развлечения,4.2
1039,2325,Top Secret-Проклятый цирк,Крытая игровая площадка,"ул. Горького, 31 А, Иркутск, Иркутская обл., 664011 ",104.2872224,52.2857392,развлечения,5.0
1040,2326,Боулинг,Бильярдный клуб,"ул. Ширямова, 19Б, Иркутск, Иркутская обл., 664009 ",104.3513934,52.262031,питание,5.0
1041,2330,"Ребятейник, Детский Клуб",Детский клуб,"ул. Красноказачья, 80, Иркутск, Иркутская обл., 664081 ",104.322613,52.2760414,питание,0.0
1042,2331,Gregory Mall,Трасса для картинга,"ул. Баумана, 233А, Иркутск, Иркутская обл., 664048 ",104.1508158,52.3503748,спорт,3.9
1043,2332,5 измерений,Организация праздников и мероприятий,"Иркутск Сергеева 3/4 ТРК Jam Молл, Иркутск, Иркутская обл., 664043 ",104.2208402,52.2679187,услуги,5.0
1044,2335,"ДЮП, спортивно-развлекательный центр",Сауна,"Иркутск, Иркутская обл., 664043 ",104.201752,52.260515,развлечения,3.0
1045,2338,True Gamers - Компьютерный клуб,Компьютерный клуб,"ул. Сухэ-Батора, 7, Иркутск, Иркутская обл., 664011 ",104.2821006,52.2876561,питание,4.0
1046,2339,Торговый центр Mega Home,Торговый центр,"ул. Сергеева, 3Б/1, Иркутск, Иркутская обл., 664043 ",104.2230352,52.2668663,магазины,4.4
1047,2341,"Торговый центр ""Иркутский""",Торгово-выставочный центр,"Советская ул., 58 к3, Иркутск, Иркутская обл., 664047 ",104.3051834,52.2757415,культура,4.0
1048,2342,Академия Бильярда,Бильярдный клуб,"ул. Сергеева, 3к13, Иркутск, Иркутская обл., 664043 ",104.2221254,52.2658706,питание,4.4
1049,2345,ПИЛОТ,Оздоровительный центр,"ул. Новаторов, 1, Иркутск, Иркутская обл., 664020 ",104.2086207,52.3503164,услуги,4.6
1050,2346,Новая дача,Торговый центр,"12-й км, Байкальский тракт, Молодежный, Иркутская обл., 664038 ",104.4317835,52.2463209,магазины,4.4
1051,2347,Комбат,Пейнтбольный клуб,"б-р Рябикова, 96, стр.1, Иркутск, Иркутская обл., 664043 ",104.2017288,52.2554508,питание,4.0
1052,2348,ExitGames,Развлекательный центр,"ул. Верхняя Набережная, 10, Иркутск, Иркутская обл., 664022 ",104.2882771,52.2678596,развлечения,4.4
1053,2350,КЛАСС! ПАРК,Парк развлечений,"ул. Коминтерна, 7, Ангарск, Иркутская обл., 665821 ",103.8817809,52.5221169,развлечения,4.5
1054,2351,"Физрук (Кирова), Фитнес-клуб",Спортивный зал,"Рабочая ул., 2А/1, Иркутск, Иркутская обл., 664011 ",104.2833259,52.2896109,спорт,4.6
1055,2352,Альфа гравити Атмосфера,Студия йоги,"4-я Советская ул., 56б, Иркутск, Иркутская обл., 664022 ",104.3116591,52.2705871,спорт,5.0
1056,2353,Джунгли Зовут,Квест-комнаты,"ул. Сергеева, 3, Иркутск, Иркутская обл., 664058 ",104.2209622,52.2665911,развлечения,4.5
1057,2357,Китюша,Детский развлекательный центр,"Дальневосточная ул., 164/4, Иркутск, Иркутская обл., 664075 ",104.3242215,52.2511659,развлечения,0.0
1058,2358,Локация,Развлекательный центр,"ул. Сергеева, 3 стр. 14, Иркутск, Иркутская обл., 664043 ",104.2206163,52.2672612,развлечения,4.1
1059,2359,Алёшка,Развлекательный центр,"Пролетарская ул., 13, Иркутск, Иркутская обл., 664011 ",104.2867054,52.2875609,развлечения,0.0
1060,2360,Киски-ириски,Детский развлекательный центр,"Цимлянская ул., 1/1, Иркутск, Иркутская обл., 664046 ",104.3152489,52.2588955,развлечения,2.0
1061,2361,ЧЕТЫРЕ ИЗМЕРЕНИЯ,Детский развлекательный центр,"Бизнес-центр, офис 2, ул. Поленова, 1а, 1 этаж, Иркутск, Иркутская обл., 664007 ",104.3168261,52.283779,развлечения,0.0
1062,2362,Город Игр,Развлекательный центр,"ул. Горького, 42, Иркутск, Иркутская обл., 664011 ",104.2885046,52.2854074,развлечения,4.3
1063,2363,Игровая комната для детей,Детская площадка,"Байкальская ул., 107, Иркутск, Иркутская обл., 664022 ",104.3096457,52.2667559,развлечения,5.0
1064,2366,"Joyland,",Спортивный зал,"ул. Сергеева, 3 А, Иркутск, Иркутская обл., 664043 ",104.2316347,52.265769,спорт,3.2
1065,2367,"Ребятейник, Детский Клуб",Детский клуб,"ул. Декабрьских Событий, 36, Иркутск, Иркутская обл., 664007 ",104.2964294,52.2892155,питание,0.0
1066,2368,"Пятое Колесо, Развлекательный Центр",Бар,"ул. Ширямова, 32/1, Иркутск, Иркутская обл., 664009 ",104.3424051,52.2636681,питание,5.0
1067,2369,"Галактика, культурно-развлекательный центр",Ночной клуб,"81-й кв-л, 3/2, Ангарск, Иркутская обл., 665813 ",103.886025,52.539663,питание,3.8
1068,2370,Горные Вершины, Магазин,"ул. Набережная Иркута, 1/1, Иркутск, Иркутская обл., 664005 ",104.261045,52.294126,магазины,0.0
1069,2371,Фантазия,Магазин штор и жалюзи,"ул. Шевцова ,4 ""город Мастеров"", 2-й этаж ,административное здание, Иркутск, Иркутская обл., 664035 ",104.3096191,52.3537359,магазины,0.0
1070,2372,У дома,Продовольственный магазин,"ул. Вампилова, 24, Иркутск, Иркутская обл., 664058 ",104.2327475,52.2537815,магазины,4.3
1071,2373,Дом+Дача,Магазин товаров для дома,"ул. Академическая, 2А/4, Иркутск, Иркутская обл., 664017 ",104.2842227,52.2339012,магазины,3.8
1072,2374,Товары для дома,Магазин товаров для дома,"микрорайон Университетский, 43, отдел 4, Иркутск, Иркутская обл., 664082 ",104.2478064,52.254617,магазины,5.0
1073,2375,Для дома,Хозяйственный магазин,"ТК ""Город Магазинов"", ул. Литвинова, 17, отдел Ц02, Иркутск, Иркутская обл., 664003 ",104.2947316,52.2819641,магазины,4.0
1074,2376,Всё для дома,Магазин товаров для дома,"Челябинская ул., 27, отел 8.03, Иркутск, Иркутская обл., 664035 ",104.2933543,52.3231795,магазины,5.0
1075,2377,Куйбышевские дома,Автобусная остановка,"Иркутск, Иркутская обл., 664001 ",104.31354,52.301603,индустриальные объекты,1.0
1076,2378,У дома,Продуктовый магазин,"микрорайон Первомайский, 61/1, Иркутск, Иркутская обл., 664058 ",104.2344698,52.2538952,магазины,4.0
1077,2379,Все для дома,Магазин кухонных принадлежностей,"ТЦ ""Южный"", ул. Академическая, 27, отдел 22, Иркутск, Иркутская обл., 664056 ",104.3014077,52.2336769,магазины,0.0
1078,2380,Хозяин Дома,Магазин,"ул. Лыткина, 41, Иркутск, Иркутская обл., 664047 ",104.31902,52.268259,магазины,4.0
1079,2381,Куйбышевские дома,Автобусная остановка,"Иркутск, Иркутская обл., 664001 ",104.3123939,52.301415,индустриальные объекты,0.0
1080,2382,Чувство дома,Магазин штор,"ул. Седова, 36а, Иркутск, Иркутская обл., 664022 ",104.291423,52.273628,магазины,4.6
1081,2383,Товары для дома,Магазин товаров для дома,"Свердловский рынок, ул. Терешковой, 24/19, Иркутск, Иркутская обл., 664005 ",104.2515602,52.2792782,магазины,0.0
1082,2384,Дома Веста,Строительная компания,"ул. Свердлова, 19, Иркутск, Иркутская обл., 664025 ",104.2794174,52.2844588,индустриальные объекты,0.0
